",stockTicker,action,date,firm,fromGrade,toGrade"
"8,ARAY,init,2015-01-12,Northland Securities,,Outperform"
"9,ARAY,up,2014-06-13,JP Morgan,,Overweight"
"10,ARAY,init,2014-03-11,BTIG Research,,Buy"
"11,ARAY,main,2014-01-31,JP Morgan,,Neutral"
"12,ARAY,up,2013-09-20,JP Morgan,,Neutral"
"13,ARAY,main,2013-08-28,Jefferies,,Buy"
"14,ARAY,down,2013-01-04,JP Morgan,,Underweight"
"15,ARAY,main,2013-01-04,Jefferies,,Buy"
"16,ARAY,init,2012-10-26,Brean Capital,,Buy"
"17,ARAY,main,2012-10-09,Jefferies,,Buy"
"18,ARAY,main,2012-09-07,Jefferies,,Buy"
"19,ARAY,main,2012-02-09,JP Morgan,,Neutral"
"0,ACRX,down,2017-10-13,Jefferies,Buy,Hold"
"1,ACRX,up,2016-05-06,Seaport Global,,Buy"
"2,ACRX,main,2016-05-03,H.C. Wainwright,,Buy"
"3,ACRX,init,2015-09-02,H.C. Wainwright,,Buy"
"4,ACRX,init,2015-04-27,Seaport Global,,Accumulate"
"5,ACRX,down,2015-03-10,Jefferies,,Hold"
"6,ACRX,down,2015-03-10,Cowen & Co.,,Market Perform"
"7,ACRX,main,2015-03-10,JMP Securities,,Market Outperform"
"8,ACRX,main,2015-03-10,RBC Capital,,Outperform"
"9,ACRX,main,2015-03-10,PiperJaffray,,Neutral"
"10,ACRX,down,2015-03-09,Mizuho,,Neutral"
"11,ACRX,up,2015-02-26,Mizuho,,Buy"
"12,ACRX,down,2014-11-06,Mizuho,,Neutral"
"13,ACRX,down,2014-09-26,Roth Capital,,Neutral"
"14,ACRX,main,2014-08-12,Jefferies,,Buy"
"15,ACRX,down,2014-07-29,PiperJaffray,,Neutral"
"16,ACRX,main,2014-07-28,JMP Securities,,Market Outperform"
"17,ACRX,down,2014-07-28,Canaccord Genuity,,Hold"
"18,ACRX,init,2014-04-17,Canaccord Genuity,,Buy"
"19,ACRX,init,2014-04-14,Roth Capital,,Buy"
"20,ACRX,init,2014-01-06,RBC Capital,,Outperform"
"21,ACRX,main,2013-12-17,McNicoll Lewis Vlak,,Buy"
"22,ACRX,main,2013-08-13,Jefferies,,Buy"
"23,ACRX,main,2013-06-18,Jefferies,,Buy"
"24,ACRX,init,2013-04-08,Jefferies,,Buy"
"25,ACRX,init,2013-02-04,McNicoll Lewis Vlak,,Buy"
"26,ACRX,init,2013-01-29,Mizuho,,Buy"
"0,ACER,init,2017-12-20,H.C. Wainwright,,Buy"
"0,ACET,main,2017-11-06,Canaccord Genuity,,Buy"
"1,ACET,main,2017-08-28,Canaccord Genuity,,Buy"
"2,ACET,init,2017-07-31,Canaccord Genuity,,Buy"
"3,ACET,down,2016-11-14,First Analysis,,Equal-Weight"
"4,ACET,init,2016-03-31,First Analysis,,Overweight"
"5,ACET,init,2015-07-16,Craig-Hallum,,Buy"
"0,AKAO,init,2017-10-24,Guggenheim,,Buy"
"1,AKAO,main,2017-10-09,Leerink Swann,,Outperform"
"2,AKAO,init,2017-09-07,Empire Asset Management,,Sell"
"3,AKAO,init,2017-09-07,Mizuho,,Buy"
"4,AKAO,init,2017-06-15,H.C. Wainwright,,Buy"
"5,AKAO,init,2017-02-07,Stifel Nicolaus,,Buy"
"6,AKAO,init,2017-01-23,Guggenheim,,Buy"
"7,AKAO,init,2017-01-04,Leerink Swann,,Outperform"
"8,AKAO,up,2016-12-13,Needham,,Buy"
"9,AKAO,up,2016-11-28,Cowen & Co.,,Outperform"
"10,AKAO,init,2016-11-02,Aegis Capital,,Buy"
"11,AKAO,up,2016-06-14,Wedbush,,Outperform"
"12,AKAO,down,2016-03-31,Cowen & Co.,,Market Perform"
"13,AKAO,down,2016-03-16,Needham,,Hold"
"14,AKAO,down,2015-03-02,Credit Suisse,,Underperform"
"15,AKAO,init,2014-11-04,Wedbush,,Neutral"
"16,AKAO,init,2014-11-04,SunTrust Robinson Humphrey,,Buy"
"17,AKAO,init,2014-10-30,Cantor Fitzgerald,,Buy"
"18,AKAO,init,2014-04-08,Cowen & Co.,,Outperform"
"19,AKAO,init,2014-04-07,Credit Suisse,,Outperform"
"0,ACHN,down,2017-08-10,Baird,Outperform,Neutral"
"1,ACHN,up,2017-05-18,Leerink Swann,,Outperform"
"2,ACHN,init,2017-02-02,Ladenburg Thalmann,,Buy"
"3,ACHN,up,2016-11-04,Chardan Capital,,Neutral"
"4,ACHN,init,2016-09-22,Wedbush,,Outperform"
"5,ACHN,init,2016-09-15,FBR Capital,,Outperform"
"6,ACHN,init,2016-07-14,Chardan Capital,,Sell"
"7,ACHN,up,2016-07-07,JMP Securities,,Market Outperform"
"8,ACHN,main,2016-05-04,Leerink Swann,,Market Perform"
"9,ACHN,up,2016-02-26,Baird,,Outperform"
"10,ACHN,down,2016-01-29,Leerink Swann,,Market Perform"
"11,ACHN,main,2015-10-15,Jefferies,,Hold"
"12,ACHN,init,2015-09-09,Jefferies,,Hold"
"13,ACHN,up,2015-09-08,UBS,,Buy"
"14,ACHN,main,2015-08-13,Maxim Group,,Buy"
"15,ACHN,down,2015-05-20,UBS,,Neutral"
"16,ACHN,up,2015-05-20,William Blair,,Outperform"
"17,ACHN,down,2015-05-20,JMP Securities,,Market Perform"
"18,ACHN,main,2015-04-06,Deutsche Bank,,Buy"
"19,ACHN,init,2015-03-04,Barclays,,Underweight"
"20,ACHN,down,2014-12-23,Baird,,Neutral"
"21,ACHN,main,2014-12-22,Deutsche Bank,,Buy"
"22,ACHN,main,2014-09-02,UBS,,Buy"
"23,ACHN,main,2014-08-21,Credit Suisse,,Neutral"
"24,ACHN,up,2014-08-18,Deutsche Bank,,Buy"
"25,ACHN,up,2014-08-11,Wells Fargo,,Outperform"
"26,ACHN,up,2014-08-11,PiperJaffray,,Overweight"
"27,ACHN,up,2014-08-08,JMP Securities,,Market Outperform"
"28,ACHN,up,2014-06-11,UBS,,Buy"
"29,ACHN,up,2014-06-11,Baird,,Outperform"
"30,ACHN,up,2014-06-10,JMP Securities,,Market Outperform"
"31,ACHN,up,2014-03-24,Maxim Group,,Buy"
"32,ACHN,down,2013-10-16,Credit Suisse,,Neutral"
"33,ACHN,down,2013-09-30,Bank of America,,Underperform"
"34,ACHN,down,2013-09-30,JMP Securities,,Market Perform"
"35,ACHN,down,2013-09-30,William Blair,,Market Perform"
"36,ACHN,down,2013-09-30,PiperJaffray,,Neutral"
"37,ACHN,down,2013-09-30,Wells Fargo,,Market Perform"
"38,ACHN,down,2013-09-30,Deutsche Bank,,Hold"
"39,ACHN,down,2013-07-02,Maxim Group,,Hold"
"40,ACHN,main,2013-03-04,PiperJaffray,,Overweight"
"41,ACHN,down,2013-02-21,Noble Financial,,Hold"
"42,ACHN,init,2013-01-03,Baird,,Outperform"
"43,ACHN,main,2012-11-13,UBS,,Neutral"
"44,ACHN,main,2012-10-16,Deutsche Bank,,Buy"
"45,ACHN,up,2012-09-19,Bank of America,,Buy"
"46,ACHN,init,2012-09-19,Deutsche Bank,,Buy"
"47,ACHN,main,2012-08-31,PiperJaffray,,Overweight"
"48,ACHN,main,2012-08-22,Cowen & Co.,,Outperform"
"49,ACHN,main,2012-08-09,Bank of America,,Underperform"
"50,ACHN,up,2012-05-07,UBS,,Neutral"
"51,ACHN,init,2012-04-12,UBS,,Neutral"
"52,ACHN,down,2012-02-07,Bank oferica,,Underperform"
"0,ACIW,init,2017-08-31,DA Davidson,,Buy"
"1,ACIW,init,2016-06-15,Monness Crespi Hardt,,Buy"
"2,ACIW,main,2016-02-26,Avondale Partners,,Market Outperform"
"3,ACIW,init,2015-12-10,Credit Suisse,,Neutral"
"4,ACIW,down,2015-07-06,Stephens & Co.,,Equal-Weight"
"5,ACIW,down,2015-06-04,Sidoti & Co.,,Neutral"
"6,ACIW,init,2015-01-14,Avondale Partners,,Outperform"
"7,ACIW,init,2014-09-16,Sterne Agee,,Neutral"
"8,ACIW,up,2014-08-01,Stephens & Co.,,Overweight"
"9,ACIW,init,2014-07-16,BMO Capital,,Outperform"
"10,ACIW,down,2014-05-05,Raymond James,,Underperform"
"11,ACIW,down,2013-02-05,Raymond James,,Market Perform"
"12,ACIW,down,2012-08-13,Wedbush,,Neutral"
"0,ACRS,init,2017-06-16,Cantor Fitzgerald,,Overweight"
"1,ACRS,init,2016-11-29,Leerink Swann,,Outperform"
"2,ACRS,init,2016-09-30,JMP Securities,,Market Perform"
"3,ACRS,main,2016-09-19,Jefferies,,Buy"
"4,ACRS,main,2016-08-12,Jefferies,,Buy"
"5,ACRS,init,2016-06-10,Guggenheim,,Buy"
"6,ACRS,main,2016-03-16,Citigroup,,Buy"
"7,ACRS,init,2015-11-02,Citigroup,,Buy"
"8,ACRS,init,2015-11-02,Jefferies,,Buy"
"9,ACRS,init,2015-11-02,William Blair,,Outperform"
"0,ACMR,init,2017-12-13,Benchmark,,Buy"
"1,ACMR,init,2017-12-01,Craig-Hallum,,Buy"
"2,ACMR,init,2017-11-29,Roth Capital,,Buy"
"0,ACOR,main,2017-11-16,Cantor Fitzgerald,,Neutral"
"1,ACOR,down,2017-11-16,Stifel Nicolaus,Buy,Hold"
"2,ACOR,down,2017-11-16,Raymond James,Market Perform,Underperform"
"3,ACOR,init,2017-11-09,Oppenheimer,,Perform"
"4,ACOR,init,2017-11-08,H.C. Wainwright,,Buy"
"5,ACOR,main,2017-11-01,Jefferies,,Hold"
"6,ACOR,init,2017-07-11,Jefferies,,Hold"
"7,ACOR,up,2017-03-13,Janney Capital,,Buy"
"8,ACOR,up,2017-02-15,Goldman Sachs,,Neutral"
"9,ACOR,init,2016-12-19,Janney Capital,,Neutral"
"10,ACOR,init,2016-12-16,Cantor Fitzgerald,,Neutral"
"11,ACOR,init,2016-03-30,Goldman Sachs,,Neutral"
"12,ACOR,main,2016-01-06,Aegis Capital,,Buy"
"13,ACOR,init,2015-06-09,Guggenheim,,Neutral"
"14,ACOR,main,2015-02-13,Citigroup,,Neutral"
"15,ACOR,init,2015-02-12,MLV & Co.,,Buy"
"16,ACOR,main,2015-01-13,Citigroup,,Neutral"
"17,ACOR,init,2014-12-05,Goldman Sachs,,Neutral"
"18,ACOR,main,2014-10-31,FBR Capital,,Outperform"
"19,ACOR,main,2014-10-31,Citigroup,,Neutral"
"20,ACOR,main,2014-05-05,Citigroup,,Hold"
"21,ACOR,init,2014-04-17,Canaccord Genuity,,Hold"
"22,ACOR,up,2014-04-14,FBR Capital,,Outperform"
"23,ACOR,down,2014-01-06,Citigroup,,Neutral"
"24,ACOR,up,2013-11-01,MKM Partners,,Neutral"
"25,ACOR,down,2013-05-02,MKM Partners,,Sell"
"26,ACOR,down,2013-01-08,MKM Partners,,Neutral"
"27,ACOR,up,2013-01-03,Citigroup,,Buy"
"28,ACOR,main,2012-11-05,Aegis Capital,,Buy"
"29,ACOR,init,2012-08-21,Aegis Capital,,Buy"
"30,ACOR,init,2012-05-18,Goldman Sachs,,Sell"
"31,ACOR,down,2012-02-17,Citigroup,,Neutral"
"0,ATVI,init,2018-01-18,Bernstein,,Market Perform"
"1,ATVI,init,2017-12-18,BTIG Research,,Buy"
"2,ATVI,up,2017-12-12,Goldman Sachs,Neutral,Buy"
"3,ATVI,up,2017-11-08,Hilliard Lyons,Underperform,Neutral"
"4,ATVI,main,2017-11-03,Morgan Stanley,,Overweight"
"5,ATVI,main,2017-11-03,Baird,,Outperform"
"6,ATVI,main,2017-11-03,Jefferies,,Buy"
"7,ATVI,main,2017-11-03,UBS,,Buy"
"8,ATVI,down,2017-10-09,Cowen & Co.,Outperform,Market Perform"
"9,ATVI,init,2017-10-04,Barclays,,Equal-Weight"
"10,ATVI,main,2017-09-20,BMO Capital,,Market Perform"
"11,ATVI,init,2017-09-20,Buckingham,,Buy"
"12,ATVI,init,2017-09-08,Goldman Sachs,,Neutral"
"13,ATVI,main,2017-08-16,Argus,,Buy"
"14,ATVI,up,2017-08-04,Bank of America,Neutral,Buy"
"15,ATVI,init,2017-07-18,Needham,,Buy"
"16,ATVI,down,2017-02-13,Hilliard Lyons,,Underperform"
"17,ATVI,main,2016-11-22,BMO Capital,,Market Perform"
"18,ATVI,init,2016-10-14,Mizuho,,Outperform"
"19,ATVI,init,2016-09-23,Morgan Stanley,,Overweight"
"20,ATVI,main,2016-08-05,Barclays,,Overweight"
"21,ATVI,main,2016-08-05,UBS,,Buy"
"22,ATVI,main,2016-08-05,Jefferies,,Buy"
"23,ATVI,down,2016-07-28,MKM Partners,,Neutral"
"24,ATVI,main,2016-06-16,Barclays,,Overweight"
"25,ATVI,init,2016-04-27,BMO Capital,,Market Perform"
"26,ATVI,down,2016-03-30,Hilliard Lyons,,Long-Term Buy"
"27,ATVI,main,2016-03-17,Barclays,,Overweight"
"28,ATVI,up,2016-02-16,Hilliard Lyons,,Buy"
"29,ATVI,main,2016-02-12,Macquarie,,Outperform"
"30,ATVI,main,2016-02-12,Barclays,,Overweight"
"31,ATVI,main,2016-01-25,Credit Suisse,,Outperform"
"32,ATVI,main,2015-11-05,KeyBanc,,Overweight"
"33,ATVI,main,2015-11-04,Pacific Crest,,Overweight"
"34,ATVI,main,2015-11-04,Macquarie,,Outperform"
"35,ATVI,down,2015-11-02,Bank of America,,Neutral"
"36,ATVI,main,2015-10-02,Stifel Nicolaus,,Buy"
"37,ATVI,main,2015-09-28,PiperJaffray,,Overweight"
"38,ATVI,main,2015-09-22,Baird,,Outperform"
"39,ATVI,main,2015-09-15,Barclays,,Overweight"
"40,ATVI,main,2015-08-05,Barclays,,Overweight"
"41,ATVI,main,2015-07-28,Brean Capital,,Buy"
"42,ATVI,init,2015-06-26,Mizuho,,Buy"
"43,ATVI,main,2015-05-07,Barclays,,Overweight"
"44,ATVI,main,2015-04-15,Brean Capital,,Buy"
"45,ATVI,main,2015-02-06,Barclays,,Overweight"
"46,ATVI,main,2014-11-10,Brean Capital,,Buy"
"47,ATVI,main,2014-11-05,Bank of America,,Buy"
"48,ATVI,main,2014-10-27,Brean Capital,,Buy"
"49,ATVI,main,2014-10-24,Stifel Nicolaus,,Buy"
"50,ATVI,up,2014-08-08,Longbow Research,,Buy"
"51,ATVI,main,2014-08-06,Barclays,,Overweight"
"52,ATVI,main,2014-08-06,Macquarie,,Outperform"
"53,ATVI,main,2014-05-08,Stifel Nicolaus,,Buy"
"54,ATVI,main,2014-05-07,Credit Suisse,,Outperform"
"55,ATVI,main,2014-05-07,Wedbush,,Outperform"
"56,ATVI,main,2014-05-07,Brean Capital,,Buy"
"57,ATVI,main,2014-04-21,Brean Capital,,Buy"
"58,ATVI,up,2014-03-13,Bank of America,,Buy"
"59,ATVI,main,2014-02-10,Stifel Nicolaus,,Buy"
"60,ATVI,main,2014-02-07,Bank of America,,Neutral"
"61,ATVI,main,2014-02-07,Brean Capital,,Buy"
"62,ATVI,init,2014-01-17,CRT Capital,,Buy"
"63,ATVI,main,2014-01-10,Stifel Nicolaus,,Buy"
"64,ATVI,main,2013-11-07,Benchmark,,Buy"
"65,ATVI,main,2013-11-07,Jefferies,,Buy"
"66,ATVI,init,2013-10-21,Barclays,,Overweight"
"67,ATVI,init,2013-08-07,Benchmark,,Buy"
"68,ATVI,main,2013-08-02,UBS,,Buy"
"69,ATVI,main,2013-08-02,Brean Capital,,Buy"
"70,ATVI,main,2013-07-29,Stifel Nicolaus,,Buy"
"71,ATVI,main,2013-07-26,Brean Capital,,Buy"
"72,ATVI,down,2013-05-10,Hilliard Lyons,,Long-Term Buy"
"73,ATVI,down,2013-05-09,Hilliard Lyons,,Long-Term Buy"
"74,ATVI,main,2013-05-09,Brean Capital,,Buy"
"75,ATVI,init,2013-04-02,UBS,,Buy"
"76,ATVI,main,2013-03-26,Wedbush,,Outperform"
"77,ATVI,main,2013-03-15,Stifel Nicolaus,,Buy"
"78,ATVI,up,2013-02-08,Sterne Agee,,Buy"
"79,ATVI,main,2013-01-10,Stifel Nicolaus,,Buy"
"80,ATVI,main,2012-11-29,Brean Capital,,Buy"
"81,ATVI,init,2012-10-11,Credit Suisse,,Outperform"
"82,ATVI,up,2012-09-06,PiperJaffray,,Overweight"
"83,ATVI,init,2012-09-04,Jefferies,,Buy"
"84,ATVI,init,2012-05-11,Indaba Global Research,,Buy"
"85,ATVI,main,2012-05-10,PiperJaffray,,Neutral"
"86,ATVI,up,2012-05-10,National Alliance,,Buy"
"87,ATVI,main,2012-05-08,National Alliance,,Accumulate"
"88,ATVI,init,2012-03-30,Ascendiant Capital,,Buy"
"89,ATVI,init,2012-03-27,Stifel Nicolaus,,Buy"
"0,ACTA,main,2016-02-29,Northland Securities,,Outperform"
"0,ACXM,down,2016-11-18,First Analysis,,Equal-Weight"
"1,ACXM,init,2016-09-15,Cantor Fitzgerald,,Buy"
"2,ACXM,up,2016-08-05,BMO Capital,,Outperform"
"3,ACXM,init,2016-06-01,William Blair,,Outperform"
"4,ACXM,main,2016-02-05,BMO Capital,,Market Perform"
"5,ACXM,main,2015-05-22,Stephens & Co.,,Overweight"
"6,ACXM,main,2014-08-05,BMO Capital,,Market Perform"
"7,ACXM,up,2014-05-20,Wells Fargo,,Outperform"
"8,ACXM,up,2014-05-15,BMO Capital,,Market Perform"
"9,ACXM,down,2013-10-04,BMO Capital,,Underperform"
"10,ACXM,down,2013-01-31,BMO Capital,,Market Perform"
"11,ACXM,main,2012-07-31,PiperJaffray,,Neutral"
"12,ACXM,main,2012-05-15,PiperJaffray,,Neutral"
"0,ADMS,init,2017-10-30,Evercore ISI Group,,Outperform"
"1,ADMS,main,2017-08-25,JMP Securities,,Market Outperform"
"2,ADMS,init,2016-04-01,JMP Securities,,Market Outperform"
"3,ADMS,init,2016-01-19,Cowen & Co.,,Outperform"
"4,ADMS,init,2016-01-19,Mizuho,,Neutral"
"5,ADMS,init,2015-09-22,Aegis Capital,,Buy"
"6,ADMS,main,2014-11-07,Credit Suisse,,Outperform"
"7,ADMS,init,2014-05-05,Needham,,Buy"
"8,ADMS,init,2014-05-05,William Blair,,Outperform"
"9,ADMS,init,2014-05-05,PiperJaffray,,Overweight"
"0,ADMP,init,2017-09-13,Raymond James,,Outperform"
"1,ADMP,init,2016-12-20,B. Riley,,Buy"
"2,ADMP,init,2015-12-01,Maxim Group,,Buy"
"3,ADMP,init,2015-05-29,Mizuho,,Buy"
"0,ADAP,init,2017-03-17,Wells Fargo,,Market Perform"
"1,ADAP,down,2016-10-24,Bank of America,,Underperform"
"2,ADAP,init,2016-02-25,Citigroup,,Buy"
"3,ADAP,init,2015-12-22,SunTrust Robinson Humphrey,,Buy"
"4,ADAP,init,2015-06-01,Cowen & Co.,,Outperform"
"5,ADAP,init,2015-06-01,Leerink Swann,,Outperform"
"0,ADUS,up,2014-09-30,Oppenheimer,,Outperform"
"1,ADUS,down,2014-02-25,Sidoti & Co.,,Neutral"
"2,ADUS,down,2013-07-16,Baird,,Neutral"
"3,ADUS,down,2013-04-04,Oppenheimer,,Perform"
"0,IOTS,down,2016-04-14,Oppenheimer,,Sector Weight"
"1,IOTS,init,2016-02-19,Bernstein,,Buy"
"2,IOTS,init,2015-11-23,Oppenheimer,,Outperform"
"3,IOTS,init,2015-11-23,Needham,,Strong Buy"
"0,ADMA,up,2017-11-14,Raymond James,Market Perform,Outperform"
"1,ADMA,down,2016-08-01,Raymond James,,Market Perform"
"2,ADMA,down,2016-08-01,Maxim Group,,Hold"
"3,ADMA,init,2015-09-09,Raymond James,,Strong Buy"
"0,ADBE,main,2017-12-13,Morgan Stanley,,Equal-Weight"
"1,ADBE,down,2017-12-12,JP Morgan,Overweight,Neutral"
"2,ADBE,main,2017-11-22,KeyBanc,Overweight,Overweight"
"3,ADBE,init,2017-11-09,UBS,,Buy"
"4,ADBE,main,2017-10-25,Argus,,Buy"
"5,ADBE,up,2017-10-19,Pivotal Research,Sell,Hold"
"6,ADBE,main,2017-10-19,Credit Suisse,,Outperform"
"7,ADBE,main,2017-10-19,BMO Capital,,Outperform"
"8,ADBE,main,2017-10-19,Citigroup,,Buy"
"9,ADBE,main,2017-10-19,Canaccord Genuity,,Buy"
"10,ADBE,main,2017-10-19,Bank of America,,Buy"
"11,ADBE,main,2017-10-19,Barclays,,Overweight"
"12,ADBE,down,2017-10-16,Deutsche Bank,Buy,Hold"
"13,ADBE,main,2017-09-20,Canaccord Genuity,,Buy"
"14,ADBE,main,2017-09-20,Jefferies,,Buy"
"15,ADBE,init,2017-09-06,Moffett Nathanson,,Buy"
"16,ADBE,init,2017-08-25,Jefferies,,Buy"
"17,ADBE,down,2017-06-12,Pivotal Research,,Sell"
"18,ADBE,init,2017-05-02,Barclays,,Overweight"
"19,ADBE,init,2017-04-13,Guggenheim,,Buy"
"20,ADBE,init,2017-04-12,Stifel Nicolaus,,Buy"
"21,ADBE,up,2017-03-24,Credit Suisse,,Outperform"
"22,ADBE,up,2017-03-17,Wunderlich,,Buy"
"23,ADBE,down,2017-01-12,Pivotal Research,,Hold"
"24,ADBE,init,2017-01-11,Wells Fargo,,Market Perform"
"25,ADBE,init,2017-01-05,BMO Capital,,Outperform"
"26,ADBE,init,2016-11-17,BTIG Research,,Neutral"
"27,ADBE,main,2016-09-23,Argus Research,,Buy"
"28,ADBE,main,2016-09-21,Morgan Stanley,,Equal-Weight"
"29,ADBE,main,2016-09-21,Credit Suisse,,Neutral"
"30,ADBE,main,2016-09-21,Goldman Sachs,,Neutral"
"31,ADBE,main,2016-09-21,Citigroup,,Buy"
"32,ADBE,main,2016-09-21,Cowen & Co.,,Outperform"
"33,ADBE,main,2016-09-21,Canaccord Genuity,,Buy"
"34,ADBE,main,2016-09-21,Pacific Crest,,Overweight"
"35,ADBE,main,2016-09-21,UBS,,Buy"
"36,ADBE,init,2016-08-10,Stephens & Co.,,Overweight"
"37,ADBE,init,2016-07-26,PiperJaffray,,Overweight"
"38,ADBE,init,2016-06-24,Cowen & Co.,,Outperform"
"39,ADBE,main,2016-04-04,Dougherty,,Buy"
"40,ADBE,init,2016-03-31,Canaccord Genuity,,Buy"
"41,ADBE,main,2016-03-23,Deutsche Bank,,Buy"
"42,ADBE,main,2016-03-18,Goldman Sachs,,Neutral"
"43,ADBE,main,2016-03-18,RBC Capital,,Outperform"
"44,ADBE,main,2016-03-18,Bernstein,,Outperform"
"45,ADBE,main,2016-03-18,Citigroup,,Buy"
"46,ADBE,main,2016-03-18,Credit Suisse,,Neutral"
"47,ADBE,main,2016-03-09,Goldman Sachs,,Neutral"
"48,ADBE,init,2016-01-14,Dougherty,,Buy"
"49,ADBE,main,2016-01-06,Credit Suisse,,Neutral"
"50,ADBE,up,2015-10-14,Atlantic Equities,,Overweight"
"51,ADBE,main,2015-10-07,Susquehanna,,Positive"
"52,ADBE,main,2015-10-07,JP Morgan,,Overweight"
"53,ADBE,main,2015-10-02,RBC Capital,,Outperform"
"54,ADBE,main,2015-09-18,Jefferies,,Buy"
"55,ADBE,init,2015-09-02,Oppenheimer,,Perform"
"56,ADBE,up,2015-08-25,Baird,,Outperform"
"57,ADBE,up,2015-08-11,RBC Capital,,Outperform"
"58,ADBE,main,2015-06-18,Citigroup,,Buy"
"59,ADBE,main,2015-06-17,KeyBanc,,Overweight"
"60,ADBE,init,2015-06-09,Wunderlich,,Hold"
"61,ADBE,init,2015-05-15,JP Morgan,,Overweight"
"62,ADBE,init,2015-04-09,Stephens & Co.,,Overweight"
"63,ADBE,main,2015-03-18,Citigroup,,Buy"
"64,ADBE,init,2015-02-25,Pivotal Research,,Buy"
"65,ADBE,main,2014-12-12,Bank of America,,Buy"
"66,ADBE,main,2014-12-12,Credit Suisse,,Neutral"
"67,ADBE,main,2014-12-12,Citigroup,,Buy"
"68,ADBE,main,2014-12-12,Deutsche Bank,,Buy"
"69,ADBE,main,2014-12-12,Jefferies,,Buy"
"70,ADBE,init,2014-11-21,Jefferies,,Buy"
"71,ADBE,init,2014-11-20,Jefferies,,Buy"
"72,ADBE,main,2014-11-18,Citigroup,,Buy"
"73,ADBE,main,2014-09-17,CIBC,,Buy"
"74,ADBE,main,2014-06-19,Argus Research,,Buy"
"75,ADBE,main,2014-06-18,Citigroup,,Buy"
"76,ADBE,main,2014-06-18,FBR Capital,,Market Perform"
"77,ADBE,main,2014-06-18,UBS,,Buy"
"78,ADBE,main,2014-03-19,Morgan Stanley,,Neutral"
"79,ADBE,init,2014-02-24,Susquehanna,,Positive"
"80,ADBE,main,2014-02-11,Bank of America,,Buy"
"81,ADBE,init,2014-02-04,Sterne Agee,,Buy"
"82,ADBE,up,2013-12-17,Argus Capital,,Buy"
"83,ADBE,main,2013-12-13,Credit Suisse,,Neutral"
"84,ADBE,main,2013-10-31,Morgan Stanley,,Equal-Weight"
"85,ADBE,main,2013-09-18,Deutsche Bank,,Buy"
"86,ADBE,up,2013-08-26,Pacific Crest,,Outperform"
"87,ADBE,up,2013-07-17,FBR Capital,,Market Perform"
"88,ADBE,up,2013-06-26,Jefferies,,Buy"
"89,ADBE,up,2013-06-19,Bank of America,,Buy"
"90,ADBE,main,2013-06-19,Jefferies,,Hold"
"91,ADBE,main,2013-06-13,UBS,,Buy"
"92,ADBE,init,2013-04-19,B. Riley,,Buy"
"93,ADBE,up,2013-04-11,Goldman Sachs,,Neutral"
"94,ADBE,init,2013-04-11,Evercore Partners,,Overweight"
"95,ADBE,main,2013-03-20,Jefferies,,Hold"
"96,ADBE,main,2013-03-20,Deutsche Bank,,Buy"
"97,ADBE,main,2013-03-20,Goldman Sachs,,Sell"
"98,ADBE,down,2013-03-20,Stifel Nicolaus,,Hold"
"99,ADBE,down,2013-03-20,Stifel Nicolaus,,Hold"
"100,ADBE,main,2013-03-20,PiperJaffray,,Neutral"
"101,ADBE,main,2013-03-20,UBS,,Buy"
"102,ADBE,main,2013-03-18,Citigroup,,Buy"
"103,ADBE,main,2013-03-18,Jefferies,,Hold"
"104,ADBE,down,2013-03-11,Bank of America,,Neutral"
"105,ADBE,main,2013-03-08,Deutsche Bank,,Buy"
"106,ADBE,main,2013-03-07,Goldman Sachs,,Sell"
"107,ADBE,main,2012-12-14,Credit Suisse,,Neutral"
"108,ADBE,main,2012-12-14,Goldman Sachs,,Sell"
"109,ADBE,main,2012-12-14,UBS,,Buy"
"110,ADBE,main,2012-12-14,Bank of America,,Buy"
"111,ADBE,main,2012-12-14,PiperJaffray,,Neutral"
"112,ADBE,main,2012-12-14,Deutsche Bank,,Buy"
"113,ADBE,up,2012-12-14,JMP Securities,,Market Outperform"
"114,ADBE,down,2012-12-14,Janney Capital,,Neutral"
"115,ADBE,main,2012-12-11,Jefferies,,Hold"
"116,ADBE,main,2012-09-20,Bank of America,,Buy"
"117,ADBE,main,2012-09-20,Stifel Nicolaus,,Buy"
"118,ADBE,main,2012-09-20,UBS,,Buy"
"119,ADBE,main,2012-03-23,Deutsche Bank,,Buy"
"120,ADBE,main,2012-03-20,Deutsche Bank,,Buy"
"121,ADBE,main,2012-03-20,Jefferies,,Buy"
"122,ADBE,main,2012-03-20,PiperJaffray,,Neutral"
"123,ADBE,main,2012-03-16,Deutsche Bank,,Buy"
"124,ADBE,main,2012-03-06,UBS,,Buy"
"0,ADTN,up,2018-01-16,Goldman Sachs,Sell,Neutral"
"1,ADTN,main,2017-07-20,Needham,,Buy"
"2,ADTN,up,2017-04-20,Argus Research,,Buy"
"3,ADTN,up,2016-10-31,Northland Securities,,Outperform"
"4,ADTN,down,2016-04-18,Goldman Sachs,,Sell"
"5,ADTN,up,2016-02-04,Cowen & Co.,,Market Perform"
"6,ADTN,main,2016-01-21,Jefferies,,Hold"
"7,ADTN,up,2016-01-21,Needham,,Buy"
"8,ADTN,up,2016-01-15,Drexel Hamilton,,Buy"
"9,ADTN,up,2016-01-08,Stifel Nicolaus,,Buy"
"10,ADTN,up,2016-01-07,MKM Partners,,Buy"
